P_SUID,YEAR_FROM_CODATE,HAPPY,SATIS_A,SATIS_B,CHNG_A,CHNG_B,CHNG_C,DIVRELPOP,DIVRACPOP,QB2A,QB2C,QB2D,OPENIDEN,POORASSIST,GOVSIZE1,ABRTLGL,GAYMARR,PAR2CHILD,PAR2CHILDA,CLIM1A,EVOL,GUIDE_A,GUIDE_B,GUIDE_C,GUIDE_D,RELTRAD,CURREL,UNAFFILDETAIL,BORNFINAL,RELPER,SPIRPER,RELCON_A,RELCON_B,RELCON_C,RELCON_D,RELCON_E,ATTNDPERRLS,ATTNDONRLS,CONGRACE,LEADRACE,RELIMP,MEMB,GOD,GOD2,HVN,HLL,SOUL,BIBIMP,HUMNTR_A,HUMNTR_B,PRAY,GRACE,PRAC_A,PRAC_B,PRAC_C,PRAC_D,EXP_A,EXP_B,EXP_C,EXP_D,EXP_E,EXP_F,EXP_G,SPIRACT_A,SPIRACT_B,SPIRACT_C,SPIRACT_D,SPIRACT_E,SPIRACT_F,RTRT,SECMEMB,VOL12_CPS,SCIMPACT,RELIMPACT,SCRLCON1,SPIRWORLD2,SECBEL1,SECBEL2,FRMREL,CHBORNFINAL,CHIMPREL_A,CHIMPREL_B,CHATTEND,CHCONGRACE,CHEDU1,CHEDU2,LIFEDIR,LIFESPIR,GTHGHT,MARITAL,RELMATCH,SPRELIMP,SPRELTALK,SPRELSIM,MARWHENREC,CHILDREN,KIDACT_A,KIDACT_B,KIDACT_C,RELINST_A,RELINST_B,RELINST_D,RELINST_E,RELINST_F,RELINST_G,SCPRY1,SCPRY2,RELDISP,CHRNAT,BIRTHDECADE,HISP,RACECMB,AFROHISP,EDUCREC,E2,EMPLSIT,USGEN,YEARLOCREC,MOVED,REG,PARTY,PARTYLN,IDEO,HH1REC,HH3REC,INTFREQ,INC_SDT1,GENDER,FERTREC
10357860,2024,1,2,1,2,2,2,2,1,2,1,1,2,2,1,4,4,1,1,2,3,1,1,1,3,10000,10000,9,2,1,1,2,3,2,2,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,4,2,5,5,5,1,1,2,1,1,2,2,2,2,1,10000,2,1,1,1,1,1,4,1,1,1,1,0,1,1,1,7,1,1,1,1,2,2,2,1,1,1,1,1,1,1,6,2,1,2,1,3,2,3,2,1,1,1,,1,3,2,2,4,2,4
10357930,2023,3,3,3,3,1,1,1,1,1,2,2,1,1,2,2,1,1,3,1,1,5,1,1,1,100000,100000,2,,3,3,2,2,2,2,2,6,6,,,4,2,2,4,2,2,1,4,,,7,5,5,5,5,3,2,1,1,3,1,1,1,5,5,5,4,4,4,5,2,1,3,1,2,2,1,2,1000,1,2,1,1,1,1,4,2,1,2,2,0,4,3,1,,2,,,,1,1,1,2,1,2,4,4,4,4,7,2,4,2,2,1,1,3,4,2,1,4,2,5,3,3,1,7,1,0
10358040,2023,2,3,3,2,1,2,2,1,2,1,2,2,1,2,2,3,2,,3,2,3,1,1,3,1100,1000,9,2,2,2,2,2,2,2,2,4,2,1,1,2,1,1,1,1,2,1,1,1,1,1,4,4,3,1,1,1,1,1,1,1,1,1,2,1,4,1,5,4,3,2,1,3,3,1,2,2,1,1000,1,2,1,2,1,1,1,1,3,1,1,0,2,3,2,8,1,99,1,2,1,1,1,1,1,1,2,2,2,2,5,2,1,2,2,3,1,3,1,1,1,2,,3,3,3,1,7,2,4
10358090,2023,2,3,2,3,1,1,3,1,1,2,2,1,1,2,2,1,2,,1,2,3,1,1,1,10000,10000,9,2,3,1,2,3,2,2,2,4,6,1,1,3,2,1,2,1,2,1,4,5,4,5,4,5,4,4,4,3,1,3,3,2,2,1,4,3,5,4,5,5,5,2,1,2,1,2,2,1,2,10000,2,1,1,2,1,4,3,2,3,2,1,1,1,4,2,7,2,,,,2,2,1,1,1,1,3,3,3,4,5,2,1,2,3,3,1,3,1,2,1,2,,4,2,2,1,7,1,0
10358120,2023,2,3,1,3,1,1,1,1,1,2,2,1,1,2,2,1,2,,1,2,2,1,1,2,90002,90002,9,,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,3,3,3,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,3,1,2,2,2,1000,1,1,2,2,1,1,4,1,1,1,2,0,3,4,2,,1,2,2,2,2,1,1,1,1,1,4,4,3,4,6,2,1,2,2,3,1,3,4,1,1,3,2,3,3,2,1,2,2,0
10358130,2023,2,3,4,2,3,3,3,3,2,2,1,1,3,1,1,3,2,,77,1,2,1,1,3,100000,100000,3,,3,3,99,99,99,99,99,5,6,,,3,2,1,2,1,2,1,4,2,1,6,5,5,5,5,4,3,3,3,4,3,1,2,5,5,5,2,5,5,5,2,2,3,3,2,2,2,2,1000,2,3,3,4,1,1,1,4,4,4,5,,,,,,2,,,,1,1,1,2,2,1,2,2,3,3,2,2,1,2,1,3,1,3,4,1,2,1,,3,1,,6,3,2,0
10358200,2023,1,3,1,3,1,2,3,3,2,2,2,1,3,2,99,3,1,3,3,3,1,2,2,3,1100,1000,9,1,4,1,2,2,2,2,2,4,5,1,1,1,2,1,1,1,1,1,1,1,1,5,4,3,1,4,1,1,1,1,1,1,1,1,4,1,5,1,5,1,4,2,2,3,3,1,2,2,2,100000,,3,2,5,,1,1,3,1,1,6,,,,,,2,,,,2,1,1,2,1,1,1,1,1,2,3,2,4,2,1,3,2,3,4,1,1,3,1,2,1,,6,1,1,0
10358270,2023,2,3,2,1,1,2,1,1,1,2,2,1,3,1,4,4,2,,1,2,1,2,2,2,10000,10000,9,2,1,2,99,3,99,99,99,2,2,1,1,1,1,1,1,1,1,1,2,99,1,2,2,3,3,1,4,1,3,1,1,1,1,2,4,2,5,1,5,1,4,2,1,3,2,2,2,2,1,10000,2,1,1,2,1,4,1,1,1,1,1,0,1,2,1,2,2,,,,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,3,5,3,4,1,1,1,,2,2,2,2,4,2,2
10358300,2023,2,4,3,1,3,1,1,99,1,2,2,1,2,1,3,1,2,,1,2,5,1,1,1,80000,80000,9,,2,4,2,2,3,2,2,4,5,3,3,4,2,1,2,2,2,2,5,5,2,2,5,4,4,5,4,4,2,3,1,3,1,3,3,2,2,4,4,4,5,2,2,2,1,1,2,2,2,80000,,3,3,4,3,4,1,3,3,3,2,0,2,4,1,,2,,,,1,2,2,1,1,1,3,2,2,3,6,2,3,2,4,3,1,1,1,2,2,2,,3,2,2,1,8,1,0
10358420,2023,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,,1,1,5,1,1,1,100000,100000,3,,4,3,1,2,2,2,2,6,6,,,4,2,2,1,2,2,1,5,,,7,5,5,5,5,5,2,1,1,5,1,1,2,2,4,2,2,2,4,5,2,2,2,1,1,1,1,2,50000,,4,3,2,1,3,4,2,3,4,1,0,4,5,1,5,2,,,,1,1,1,1,1,1,4,4,4,4,3,2,1,2,4,3,1,3,1,2,1,2,,5,3,3,2,7,2,2
10358450,2023,1,2,2,1,1,1,3,1,1,1,2,2,1,1,3,1,2,,2,1,4,1,2,1,100000,100000,3,,3,2,2,1,2,2,2,4,6,1,1,3,2,1,2,2,2,1,5,3,1,3,4,5,5,5,5,2,1,1,4,2,1,1,2,1,2,1,2,5,5,2,2,1,3,1,2,1,2,10000,2,2,1,1,1,3,4,2,2,2,1,0,2,3,2,7,1,2,2,2,2,2,2,1,1,1,3,3,3,3,5,2,1,2,4,3,1,3,4,2,1,4,1,3,3,2,1,8,2,1
10358490,2023,3,4,3,2,2,2,3,1,2,1,1,2,3,1,3,3,1,1,2,3,1,2,1,2,1200,1000,9,1,2,1,2,2,2,2,2,5,4,,,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,4,2,3,1,1,1,1,2,4,3,5,5,5,5,5,2,2,3,3,2,2,2,2,1000,1,2,2,2,1,1,1,3,3,1,2,0,2,2,1,,2,,,,2,1,1,1,1,1,1,3,1,1,4,2,4,2,1,3,2,3,1,2,1,1,,2,1,,1,1,2,1
10358510,2023,3,5,5,2,1,2,3,3,2,2,1,1,1,2,1,4,1,1,2,2,3,3,3,3,1100,1000,9,1,3,3,2,2,2,2,2,5,5,,,2,2,1,1,1,2,2,2,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,4,4,5,1,5,1,4,2,1,2,2,2,2,99,1,1000,1,3,99,5,,1,1,3,4,1,1,0,2,2,1,7,2,,,,2,2,2,1,1,1,3,3,3,3,2,1,4,2,2,3,5,99,2,2,1,2,,3,1,,5,1,1,4
10358620,2023,2,3,1,2,1,1,3,1,1,2,2,1,3,2,1,1,1,3,1,1,5,1,1,1,100000,100000,1,,4,3,2,2,2,2,2,6,6,,,4,2,2,1,2,2,1,5,,,7,4,5,5,5,5,4,3,1,5,4,2,4,5,5,5,5,5,5,5,2,2,2,1,1,1,1,2,100000,,4,4,6,,1,1,2,3,5,2,1,2,5,4,,1,2,2,2,1,1,1,2,2,1,3,3,3,4,3,2,1,2,2,3,5,3,4,1,1,3,2,3,3,2,2,8,1,0
10358760,2024,1,2,2,3,1,2,1,1,1,1,1,1,2,1,3,2,1,1,2,2,3,2,2,2,90002,90002,9,,1,1,2,2,2,2,1,3,1,6,6,1,2,1,3,1,2,1,3,3,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1000,1,1,1,1,6,4,4,1,1,1,3,,,,,,2,,,,2,2,1,1,1,1,3,2,2,2,3,1,1,99,3,3,1,3,3,2,1,3,1,3,2,2,2,4,2,2
10358770,2024,2,3,2,3,1,1,1,1,1,2,1,1,1,2,2,1,2,,1,1,5,1,2,2,100000,100000,2,,4,1,2,2,2,2,2,6,6,,,4,2,2,2,2,2,1,5,,,6,5,5,5,5,4,2,1,1,4,1,1,1,2,3,2,2,5,4,5,3,2,2,1,1,2,2,2,1000,2,2,3,2,1,1,2,2,4,2,1,0,2,2,2,7,2,,,,1,1,1,2,2,1,4,4,4,4,6,2,1,2,3,3,1,2,4,1,1,4,2,4,2,2,1,6,1,0
10358810,2024,2,4,3,1,1,3,1,1,1,1,1,1,1,2,2,3,1,1,2,2,3,2,2,3,1100,1000,9,1,2,2,2,2,2,2,2,5,4,,,2,1,1,1,1,1,1,1,3,2,1,1,2,1,1,4,99,4,99,5,99,3,3,3,1,1,1,5,1,5,2,1,3,2,1,2,1,1,1000,1,1,1,4,2,4,1,4,4,1,6,,,,,,2,,,,2,1,1,1,1,1,1,3,3,3,2,2,2,2,1,3,3,3,4,1,1,2,,1,1,,4,1,2,3
10358840,2023,1,2,1,2,1,1,3,3,1,2,1,2,2,1,2,3,1,3,2,3,1,1,1,3,10000,10000,9,2,2,2,2,3,2,2,2,5,5,,,2,1,1,1,1,2,1,3,1,1,3,3,5,3,3,5,1,3,1,4,4,1,1,2,2,3,2,5,5,5,2,2,3,2,1,2,2,1,10000,2,1,1,1,1,4,4,3,3,1,1,0,1,3,1,5,2,,,,2,1,2,1,1,2,1,1,1,1,3,2,1,2,2,3,1,3,4,2,1,1,,1,2,2,1,5,2,3
10358870,2023,2,3,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,3,1,2,2,1,1,1,1200,1000,9,2,1,1,2,2,2,2,2,3,3,1,1,2,1,1,1,2,2,1,3,3,1,1,3,4,2,1,2,1,1,1,1,1,1,2,2,1,5,2,2,2,3,2,1,2,3,2,2,2,2,1000,2,2,3,3,1,1,2,2,1,1,1,0,2,2,2,5,1,2,1,2,1,1,1,1,1,1,4,4,4,4,4,2,1,2,3,3,2,3,4,2,1,2,,4,3,3,2,6,2,3
10358970,2023,1,2,1,1,1,3,3,3,1,1,2,2,2,2,2,2,1,3,2,1,4,1,1,1,900000,900000,9,,4,4,2,2,2,2,2,6,6,,,4,1,2,2,2,2,1,5,,,7,5,5,5,5,5,5,2,1,5,1,1,2,5,5,5,5,5,5,5,3,2,3,3,1,1,2,2,1000,2,3,3,3,1,1,2,2,4,4,1,1,4,5,1,4,2,,,,2,1,1,1,1,1,4,4,4,3,3,2,1,2,2,3,1,3,4,1,1,1,,3,2,2,2,99,2,3
10359080,2023,2,3,3,2,1,1,1,1,1,2,2,1,1,2,2,2,2,,1,2,3,1,1,3,1200,1000,9,1,2,2,2,2,2,2,2,4,4,1,1,1,1,1,1,1,1,1,3,2,2,2,2,5,4,5,4,2,3,1,2,2,1,1,4,2,5,4,5,5,5,2,2,3,3,1,2,2,2,1000,1,2,1,2,1,4,4,3,3,2,6,,,,,,1,1,2,1,1,2,2,1,1,1,2,3,2,2,6,2,1,2,2,3,2,3,2,1,2,1,,3,2,1,2,1,2,1
10359110,2023,3,3,3,1,1,1,1,1,1,2,1,1,3,2,2,1,2,,1,1,5,1,2,1,10000,10000,9,2,4,2,2,3,2,2,2,5,6,,,4,2,1,2,1,2,1,4,4,3,7,5,5,5,4,3,1,2,1,3,1,1,2,3,1,1,3,3,2,5,2,2,1,3,1,1,1,2,10000,2,3,2,4,4,1,2,2,1,2,1,1,3,4,1,8,2,,,,1,1,1,2,2,1,3,3,2,3,7,1,5,2,3,3,1,1,1,1,2,3,2,4,2,2,1,1,2,0
10359130,2023,3,2,3,1,1,1,1,1,1,2,2,1,1,2,2,2,2,,1,1,3,1,2,1,100000,100000,2,,3,3,2,1,2,2,2,6,6,,,3,2,2,3,1,1,1,5,,,7,4,5,5,5,4,4,2,2,4,3,1,1,2,5,4,2,5,5,5,2,1,2,2,2,1,1,2,10000,2,1,2,1,1,4,1,2,2,3,1,0,3,4,2,4,2,,,,1,1,1,1,1,1,3,3,3,3,1,2,1,2,3,3,5,2,1,2,1,2,,4,2,2,2,5,1,0
10359150,2024,2,2,2,2,1,2,2,1,2,2,1,1,3,1,4,4,1,3,2,2,1,2,1,2,1100,1000,9,1,2,2,99,99,99,99,99,2,4,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,3,3,1,1,1,1,1,1,3,1,1,2,5,5,5,2,1,2,2,1,2,2,1,1000,1,3,3,4,1,1,1,1,1,1,1,0,1,1,1,4,2,,,,2,2,2,1,1,1,1,1,1,1,3,2,4,2,2,3,1,3,4,2,1,1,,2,2,2,2,5,1,3
10359210,2023,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,1,3,2,1,1,1,30000,30000,9,2,2,1,2,1,2,2,2,5,5,,,2,1,1,2,1,1,1,3,2,2,3,3,1,2,2,4,2,2,2,2,2,2,2,5,5,5,5,5,5,5,3,1,2,3,1,1,2,2,10000,2,2,2,3,6,1,4,3,3,3,2,1,2,3,2,,2,,,,1,1,1,2,2,2,3,3,3,3,4,2,1,2,4,3,1,3,2,2,1,4,2,3,2,2,2,7,2,99
10359270,2023,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,,1,1,3,2,2,1,50000,50000,9,,3,1,3,2,2,2,2,5,6,,,2,2,2,3,2,2,1,4,,,7,3,5,5,4,3,1,1,1,2,1,1,1,2,3,5,2,5,2,5,2,1,2,2,2,1,2,2,50000,,3,2,4,1,1,1,4,1,2,5,,,,,,2,,,,1,1,1,1,1,1,4,3,3,4,1,2,1,2,4,3,5,2,1,2,1,2,,4,1,,1,6,1,2
10359320,2024,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1,2,90002,90002,9,,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,3,4,2,3,2,1,1,1,4,1,1,2,1,2,1,1,3,2,2,2,4,2,4,2,1,3,3,1,2,2,2,1000,2,3,1,2,1,1,4,2,1,2,1,1,1,2,3,7,1,1,2,2,1,1,2,1,1,1,2,1,3,2,5,2,1,2,1,3,1,3,1,2,1,3,1,3,3,2,2,7,1,2
10359380,2024,2,3,3,1,1,3,1,1,1,2,2,1,1,1,2,1,1,3,1,1,3,2,2,3,90002,90002,9,,4,2,2,1,2,2,2,5,6,,,3,2,1,2,2,2,1,4,2,2,4,5,5,5,5,3,2,1,1,2,3,1,2,5,2,5,2,5,5,5,2,1,3,1,1,2,2,2,10000,2,3,2,2,1,1,4,2,3,2,1,1,1,4,3,5,2,,,,1,1,1,2,2,2,3,3,4,4,3,2,1,2,4,3,2,3,4,2,1,2,,4,2,2,2,3,2,4
10359410,2023,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,,1,2,2,2,2,2,50000,50000,9,,2,2,3,2,2,2,2,2,5,1,1,1,1,1,2,2,2,1,3,2,1,2,2,4,3,3,4,1,1,1,4,1,1,1,1,2,1,1,99,4,5,2,1,2,3,2,2,2,2,100000,,2,4,6,,1,1,1,1,2,5,,,,,,2,,,,99,99,99,99,1,1,3,3,3,4,1,2,1,2,4,3,5,2,1,2,1,2,,5,1,,2,5,2,2
10359470,2023,2,3,1,1,3,2,1,1,1,2,2,1,3,1,2,2,1,3,2,99,4,2,2,3,100000,100000,3,,4,4,2,2,2,2,2,6,6,,,3,2,2,4,2,2,1,5,,,7,5,5,5,5,5,4,1,3,4,4,1,1,5,5,5,5,5,5,5,2,2,1,1,1,1,2,2,1000,1,3,2,1,1,3,2,2,2,3,1,0,4,4,1,8,2,,,,1,1,1,2,1,2,4,4,4,4,5,2,1,2,3,3,1,2,1,2,1,2,,3,2,2,1,8,1,0
10359480,2023,2,3,4,2,3,3,3,2,1,1,2,2,1,2,2,2,1,3,3,3,2,2,2,2,1300,1000,9,1,3,2,2,2,2,2,2,4,4,2,2,2,2,1,2,99,99,1,4,3,4,2,1,4,4,3,3,3,3,3,4,3,3,2,99,2,4,4,99,99,5,3,1,3,3,1,2,2,99,1000,1,1,1,2,2,1,4,4,1,2,1,1,4,4,3,7,1,2,2,1,1,99,99,99,1,99,3,2,3,99,5,2,2,2,2,3,1,3,1,2,1,3,1,4,3,2,1,3,2,1
10359500,2023,3,3,4,2,3,3,1,3,1,1,1,1,2,1,2,3,1,3,2,2,1,1,1,1,1100,1000,9,1,2,2,2,2,2,2,2,3,5,6,6,1,1,1,2,1,1,1,2,1,1,1,1,2,2,4,4,3,3,3,3,3,3,3,4,4,4,4,5,5,5,3,2,3,3,1,2,2,2,1000,1,2,2,2,1,1,2,3,3,1,6,,,,,,2,,,,2,2,2,1,1,1,2,2,2,2,4,2,1,2,1,3,1,3,4,2,1,1,,2,1,,1,3,1,0
10359520,2023,2,4,2,2,1,2,1,1,2,1,1,2,2,1,3,3,1,1,3,2,3,1,1,5,90002,90002,9,,4,1,2,2,2,2,2,6,6,,,4,2,1,1,2,2,1,5,3,1,1,4,5,5,1,4,1,1,1,1,1,1,1,2,1,2,1,5,1,5,2,1,3,3,2,2,2,2,1000,2,4,4,2,1,1,3,4,1,1,1,1,3,2,2,5,2,,,,1,1,1,1,1,2,2,1,2,3,2,2,1,2,2,3,5,3,4,2,1,3,1,2,2,2,2,4,2,2
10359660,2023,2,4,2,3,1,1,1,1,1,2,2,1,3,2,2,1,2,,1,1,5,2,1,2,100000,100000,3,,4,4,2,2,2,2,2,6,6,,,4,2,1,4,2,2,1,5,4,3,7,5,5,5,5,5,4,1,2,4,3,1,3,4,2,4,4,5,5,5,2,2,2,1,1,1,1,2,100000,,4,4,5,,1,1,4,2,5,2,0,4,5,1,,2,,,,1,1,1,2,1,2,3,3,3,3,7,2,1,2,2,1,3,3,1,2,1,3,2,3,3,3,1,4,1,0
10359690,2023,3,5,5,2,1,2,2,2,2,2,2,2,1,2,2,4,2,,77,1,5,3,2,3,100000,100000,3,,4,3,2,2,2,2,2,6,6,,,4,2,2,2,2,2,1,5,,,7,5,5,5,5,5,5,4,4,4,4,3,4,5,5,5,5,5,5,5,2,2,3,1,1,1,1,2,1000,2,4,3,4,1,1,2,2,4,4,3,,,,,,2,,,,99,1,99,99,99,99,3,3,3,3,3,2,1,2,2,3,4,3,4,2,1,3,99,3,1,,1,1,2,1
10359770,2023,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,,77,3,2,1,1,3,100000,100000,3,,1,1,2,2,2,2,2,3,2,6,6,4,2,1,1,2,1,1,1,1,1,2,5,5,5,5,5,1,1,1,1,1,1,3,4,4,4,4,4,4,5,2,2,3,2,2,1,1,2,100000,,1,1,1,6,3,1,1,1,2,6,,,,,,2,,,,1,1,1,1,1,1,1,1,1,1,5,2,2,2,1,3,4,3,1,2,2,2,,5,2,1,1,1,2,1
10359800,2023,1,2,2,2,1,1,3,3,1,2,2,2,2,1,3,2,1,1,2,2,1,1,1,2,10000,10000,9,2,2,2,2,3,99,99,99,4,2,5,4,1,2,1,1,1,2,1,2,1,1,2,5,5,5,5,5,3,5,3,3,3,3,3,5,5,5,2,5,2,5,2,2,3,2,1,2,2,2,10000,2,3,2,4,5,3,3,4,1,2,6,,,,,,2,,,,2,1,2,1,1,1,1,1,3,3,1,1,1,2,1,3,5,1,4,2,1,1,,2,1,,1,1,1,1
10359830,2023,1,2,1,2,3,3,2,3,1,2,1,1,3,2,3,2,1,3,1,2,1,1,1,1,10000,10000,9,2,1,1,99,3,99,99,99,1,4,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,1,4,2,1,2,2,2,2,2,1,10000,2,1,1,1,1,4,1,1,1,1,5,,,,,,2,,,,2,2,2,1,1,1,2,1,2,99,1,2,1,2,1,3,5,3,4,2,1,1,,3,1,,6,1,2,4
10359870,2023,2,4,4,2,2,2,3,3,2,1,1,1,2,1,3,4,1,1,77,3,1,2,2,3,1100,1000,9,1,2,1,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,2,1,2,6,4,4,4,5,4,4,3,3,4,4,2,3,3,2,5,4,5,5,5,2,1,3,2,2,2,2,2,1000,1,1,1,1,1,1,4,3,3,2,6,,,,,,2,,,,2,2,1,1,1,1,3,3,2,3,3,2,1,2,4,3,1,3,4,2,1,1,,2,1,,2,8,1,0
10360000,2023,1,2,3,3,1,1,1,1,2,2,1,1,3,1,1,2,1,1,1,1,5,1,2,1,100000,100000,2,,4,4,2,2,2,2,2,6,6,,,4,2,2,1,2,2,2,5,,,7,5,5,5,5,4,5,4,4,5,5,4,4,5,5,5,5,5,5,5,2,2,2,1,1,1,1,2,1000,2,4,2,2,1,1,2,2,2,5,3,,,,,,2,,,,1,1,1,2,1,1,3,3,2,2,1,2,1,2,4,3,5,3,4,2,1,3,2,3,1,,1,6,1,2
10360070,2023,1,5,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,,1,1,5,2,2,2,100000,100000,3,,4,2,2,2,2,2,2,6,6,,,4,2,1,1,1,2,1,5,1,4,6,5,5,5,5,4,3,3,1,3,3,3,3,4,5,5,4,5,5,5,2,2,2,1,1,2,1,2,100000,,4,4,5,,1,2,4,1,4,1,0,4,5,1,3,2,,,,1,1,1,2,2,1,4,3,3,3,2,2,1,2,2,3,5,3,4,2,1,2,,4,2,2,2,6,2,1
10360100,2023,2,2,2,3,1,1,1,1,1,2,2,1,1,2,1,1,2,,1,1,5,1,2,1,100000,100000,1,,4,3,2,2,2,2,2,5,6,,,4,2,2,2,2,2,2,5,,,7,5,5,5,5,3,3,2,2,5,4,1,2,4,5,5,4,5,4,5,2,2,2,1,1,1,1,2,100000,,3,3,4,1,1,1,2,3,2,6,,,,,,2,,,,2,1,1,2,1,2,4,4,3,4,7,2,1,2,1,1,2,3,1,1,1,2,,4,2,2,2,8,1,0
10360140,2023,1,2,1,2,3,2,2,2,1,1,2,2,3,1,2,4,1,3,2,3,1,1,1,2,100000,100000,3,,2,2,2,1,2,2,2,4,2,6,1,2,2,1,1,1,1,1,3,1,1,6,5,5,5,4,4,3,4,3,5,3,3,4,5,5,5,5,5,5,5,2,1,3,3,1,2,2,2,10000,2,1,1,4,1,1,1,3,3,4,1,0,4,4,5,5,2,,,,1,1,1,2,1,1,2,2,2,3,3,2,1,2,3,3,1,3,4,2,1,1,,3,2,2,2,4,1,4
10360170,2023,2,3,2,2,3,3,3,3,1,1,1,2,2,1,2,2,2,,3,2,2,1,1,3,1200,1000,9,1,2,2,2,2,2,2,2,6,6,,,2,2,1,1,1,1,1,3,1,3,6,5,5,5,5,5,3,4,3,4,4,3,4,5,5,5,4,5,5,5,2,1,3,2,2,2,2,2,1000,1,2,2,2,1,1,4,3,4,3,1,0,2,4,1,3,2,,,,2,2,2,1,1,1,99,2,2,2,2,2,1,2,2,3,5,3,4,2,1,1,,2,2,2,2,3,1,1
10360230,2023,3,5,3,3,1,3,3,1,1,2,2,1,3,1,3,2,1,3,77,2,2,2,2,2,900000,900000,9,,2,2,2,1,2,2,2,5,6,,,2,2,1,2,1,1,1,4,2,1,1,4,5,4,4,5,4,4,3,4,2,1,4,4,5,5,4,5,4,5,2,1,3,2,2,2,2,2,10000,2,1,1,1,1,4,1,4,4,1,5,,,,,,2,,,,2,1,2,1,1,1,3,3,2,2,2,2,1,2,4,3,5,3,4,1,1,1,,2,1,,2,4,2,1
10360250,2023,1,1,2,2,2,2,2,1,2,1,1,2,2,1,4,4,1,1,3,3,1,1,1,1,1100,1000,9,1,4,1,2,2,2,2,2,2,6,1,1,4,1,1,1,2,2,1,1,1,1,1,3,4,1,5,3,1,1,1,1,1,1,1,2,1,2,5,5,1,4,2,2,1,2,1,2,2,2,1000,1,2,1,1,1,1,4,1,1,1,1,0,1,1,1,6,1,1,2,2,2,1,2,1,1,1,1,4,1,1,4,2,1,2,2,3,1,3,3,2,1,1,,1,3,2,2,8,1,2
10360270,2023,2,2,2,3,1,1,1,1,1,2,1,1,3,1,1,1,2,,2,2,1,1,1,1,10000,10000,9,2,2,1,2,3,2,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,5,3,1,1,1,1,1,1,1,4,1,1,1,5,5,5,2,1,2,2,1,2,2,2,10000,2,1,1,1,2,4,4,3,1,1,1,0,2,3,2,5,2,,,,2,2,2,1,1,1,2,2,2,2,3,2,4,2,4,3,1,1,1,1,1,2,,3,3,3,1,8,2,1
10360290,2023,1,1,1,2,1,1,3,1,1,2,2,1,2,1,2,2,2,,1,1,99,99,99,99,100000,100000,3,,3,2,2,2,2,2,2,5,6,,,3,2,1,1,2,2,1,4,1,1,6,4,4,4,4,4,4,3,2,4,3,3,3,5,5,5,4,5,4,5,2,2,3,3,2,2,2,2,1000,2,2,3,1,1,3,2,2,4,4,1,0,3,5,2,7,1,2,2,2,99,99,1,1,1,1,3,3,3,3,5,2,1,2,3,3,1,3,1,2,1,3,99,3,3,2,1,8,1,3
10360320,2023,1,2,3,2,1,2,3,3,1,1,1,2,2,1,2,3,2,,3,2,3,1,1,1,1100,1000,9,1,3,2,99,99,99,99,99,4,6,1,1,2,2,1,1,1,1,1,3,1,1,3,5,5,5,5,5,2,2,1,1,2,1,1,3,5,5,5,5,5,5,2,1,3,3,2,2,2,2,1000,2,3,2,1,1,1,4,2,3,2,5,,,,,,2,,,,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,3,1,3,4,2,1,1,,2,1,,1,99,1,2
10360380,2023,1,1,3,2,1,2,2,2,2,2,1,2,3,1,1,4,1,1,1,2,1,3,1,1,1200,1000,9,1,2,2,99,99,99,99,99,5,5,,,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,1,2,2,1,1,1,1,4,1,4,3,5,4,4,2,1,1,2,1,2,2,1,1000,1,1,1,3,5,1,1,3,3,1,3,,,,,,2,,,,2,1,1,2,2,1,1,1,4,1,3,2,2,2,2,3,1,1,99,1,1,1,,1,2,1,5,2,1,3
